id,name,breed,pid
4838,Chloe,Cymric or Manx Longhair,4838
4839,Patches,Blenheim Spaniel,4839
4840,Milo,Oriental Bicolor,4840
4841,Smudge,Russian White Black and Tabby,4841
4842,Bella,Exotic Shorthair,4842
4843,Molly,Tibetan Mastiff,4843
4844,Baby,Coonhound,4844
4845,Dakota,Bedlington Terrier,4845
4846,Daisy,Burmese,4846
4847,Felix,Singapura,4847
4848,Millie,Maine Coon,4848
4849,Bella,Peterbald,4849
4850,Lucky,Sphynx,4850
4851,Rex,Chow,4851
4852,Bear,Scottish Deerhound,4852
4853,Poppy,Serengeti,4853
4854,Rocky,Irish Spaniel,4854
4855,Charlie,Oriental Shorthair,4855
4856,Scooter,Wheaten Terrier,4856
4857,Felix,Manx,4857
4858,Lucy,Bengal,4858
4859,Rosie,Rottweiler,4859
4860,Lucky,Dwarf cat or Dwelf,4860
4861,Sugar,Afghan Hound,4861
4862,Sam,Ojos Azules,4862
4863,Honey,Bernese Mountain,4863
4864,Annie,Lhasa,4864
4865,Precious,Irish Spaniel,4865
4866,Bella,Balinese,4866
4867,Patches,Coonhound,4867
4868,Patches,Lhasa,4868
4869,Chloe,Ragamuffin,4869
4870,Simba,Pixie-bob,4870
4871,Chloe,Snowshoe,4871
4872,Zeus,Tibetan Mastiff,4872
4873,Rocky,Sealyham Terrier,4873
4874,Snoopy,Italian Greyhound,4874
4875,Teddy,Entlebucher,4875
4876,Dakota,French Bulldog,4876
4877,Bella,Cornish Rex,4877
4878,Lucy,Shihtzu,4878
4879,Simba,Sphynx,4879
4880,Charlie,Himalayan or Colorpoint Persian,4880
4881,Bella,American Shorthair,4881
4882,Sophie,Wheaten Terrier,4882
4883,Baby,Chow,4883
4884,Scooter,Coonhound,4884
4885,Buster,Eskimo,4885
4886,Oscar,PerFold Cat (Experimental Breed - WCF),4886
4887,Smokey,Ragdoll,4887
4888,Pepper,Shihtzu,4888
4889,Angel,Australian Mist,4889
4890,Baxter,Boston Bulldog,4890
4891,Tyson,Coonhound,4891
4892,Baxter,Groenendael,4892
4893,Angel,Dragon Li,4893
4894,Felix,Javanese,4894
4895,Bailey,Entlebucher,4895
4896,Molly,Chausie,4896
4897,Diesel,Cardigan Corgi,4897
4898,Lucky,Chantilly-Tiffany,4898
4899,Bella,Brabancon,4899
4900,Chance,Boston Bulldog,4900
4901,Bella,Oregon Rex,4901
4902,Lola,Swiss Mountain,4902
4903,Jack,Newfoundland,4903
4904,Snickers,Maltese,4904
4905,Jasper,Cymric or Manx Longhair,4905
4906,Jack,Norwegian Elkhound,4906
4907,Sandy,English Springer,4907
4908,Lexi,Italian Greyhound,4908
4909,Missy,Cheetoh,4909
4910,Sasha,Scottish Deerhound,4910
4911,Charlie,Labrador,4911
4912,Jasper,Cheetoh,4912
4913,Sophie,Germanshepherd,4913
4914,Lucky,Komondor,4914
4915,Misty,Chesapeake Retriever,4915
4916,Chico,Pug,4916
4917,Patches,Papillon,4917
4918,Peanut,Blood Hound,4918
4919,Lucky,Persian (Modern Persian Cat),4919
4920,Penny,Scottish Deerhound,4920
4921,Molly,Cornish Rex,4921
4922,Shadow,Aegean,4922
4923,Oreo,Husky,4923
4924,Sasha,Cairn,4924
4925,Millie,Nebelung,4925
4926,Rex,Bull Mastiff,4926
4927,Sam,Irish Terrier,4927
4928,Lily,Husky,4928
4929,Rocky,Border Terrier,4929
4930,Belle,Rat Terrier,4930
4931,Misty,Blood Hound,4931
4932,Jasper,Napoleon,4932
4933,Charlie,Korean Bobtail,4933
4934,Sophie,Appenzeller,4934
4935,Smokey,Siamese,4935
4936,Rusty,Bull Mastiff,4936
4937,Daisy,Blood Hound,4937
4938,Smokey,Sokoke,4938
4939,Lucy,Russian Blue,4939
4940,Lily,Savannah,4940
4941,Missy,Minskin,4941
4942,Penny,Blood Hound,4942
4943,Jasmine,Malinois,4943
4944,Baby,Standard Poodle,4944
4945,Sooty,Donskoy or Don Sphynx,4945
4946,Sammy,Giant Schnauzer,4946
4947,Bella,Lykoi,4947
4948,Missy,Asian,4948
4949,Smokey,Sam Sawet,4949
4950,Oscar,Foldex Cat,4950
4951,Smudge,Serengeti,4951
4952,Lily,Abyssinian,4952
4953,Lily,Ragamuffin,4953
4954,Gizmo,Toy Terrier,4954
4955,Duke,Pembroke,4955
4956,Duke,Bernese Mountain,4956
4957,Cookie,Bull Mastiff,4957
4958,Toby,Patterdale Terrier,4958
4959,Jake,Toy Terrier,4959
4960,Sooty,Sphynx,4960
4961,Diamond,Maltese,4961
4962,Angel,Miniature Pinscher,4962
4963,Tucker,Silky Terrier,4963
4964,Spike,Tibetan Mastiff,4964
4965,Tiger,California Spangled,4965
4966,Felix,Turkish Van,4966
4967,Casey,Irish Wolfhound,4967
4968,Milo,Rottweiler,4968
4969,Cooper,Dachshund,4969
4970,Chloe,Sphynx,4970
4971,Taz,Great Dane,4971
4972,Lily,Singapura,4972
4973,Patches,Norwich Terrier,4973
4974,Millie,American Bobtail,4974
4975,Chance,Otterhound,4975
4976,Felix,Korat,4976
4977,Oreo,Pomeranian,4977
4978,Coco,Boxer,4978
4979,Lily,Sokoke,4979
4980,Smudge,Aegean,4980
4981,Cody,Kuvasz,4981
4982,Angel,American Wirehair,4982
4983,Angel,Kurilian Bobtail,4983
4984,Max,Korn Ja,4984
4985,Brutus,Boxer,4985
4986,Roxie,Wheaten Terrier,4986
4987,Bella,Mekong Bobtail,4987
4988,Gizmo,Shiba,4988
4989,Missy,Oriental Longhair,4989
4990,Murphy,Rat Terrier,4990
4991,Alfie,Chartreux,4991
4992,Missy,Border Collie,4992
4993,Gizmo,Golden Retriever,4993
4994,Misty,Tonkinese,4994
4995,Angel,Savannah,4995
4996,Lady,Rat Terrier,4996
4997,Lady,Cairn,4997
4998,Jasmine,Chow,4998
4999,Bailey,Labrador,4999
5000,Lily,Korn Ja,5000
5001,Zoey,Malinois,5001
5002,Max,Havana Brown,5002
5003,Baby,Briard,5003
5004,Zeus,Miniature Pinscher,5004
5005,Ginger,Bedlington Terrier,5005
5006,Angel,Japanese Bobtail,5006
5007,Diamond,Japanese Spaniel,5007
5008,Roxy,Silky Terrier,5008
5009,Smokey,Sam Sawet,5009
5010,Lucky,Napoleon,5010
5011,Oscar,Groenendael,5011
5012,Molly,Russian White Black and Tabby,5012
5013,Charlie,Manx,5013
5014,Cookie,Bouvier,5014
5015,Shadow,Egyptian Mau,5015
5016,Shadow,Persian (Modern Persian Cat),5016
5017,Daisy,Nebelung,5017
5018,Murphy,Great Dane,5018
5019,Casey,Great Dane,5019
5020,Harvey,Border Collie,5020
5021,Max,Khao Manee,5021
5022,Oscar,Tibetan Mastiff,5022
5023,Smokey,Asian,5023
5024,Patches,Patterdale Terrier,5024
5025,Felix,German Rex,5025
5026,Molly,Ojos Azules,5026
5027,Rusty,Toy Poodle,5027
5028,Alfie,Maine Coon,5028
5029,Zoey,Newfoundland,5029
5030,Lucy,Suphalak,5030
5031,Shelby,Whippet,5031
5032,Shadow,Oriental Longhair,5032
5033,Peanut,English Hound,5033
5034,Jasper,Persian (Modern Persian Cat),5034
5035,Charlie,Himalayan or Colorpoint Persian,5035
5036,Smokey,Tonkinese,5036
5037,Smudge,Sokoke,5037
5038,Molly,Maine Coon,5038
5039,Tyson,Germanshepherd,5039
5040,Simba,British Longhair,5040
5041,Sasha,Irish Wolfhound,5041
5042,Lexi,Mexicanhairless,5042
5043,Jasmine,Entlebucher,5043
5044,Charlie,Foldex Cat,5044
5045,Lily,Somali,5045
5046,Rosie,Cocker Spaniel,5046
5047,Missy,Entlebucher,5047
5048,Angel,Colorpoint Shorthair,5048
5049,Sasha,Pekinese,5049
5050,Oliver,Savannah,5050
5051,Sam,Abyssinian,5051
5052,Taz,Beagle,5052
5053,Smudge,Ragamuffin,5053
5054,Chance,Kelpie,5054
5055,Oliver,LaPerm,5055
5056,Roxy,Brittany Spaniel,5056
5057,Ruby,Rottweiler,5057
5058,Chico,Curly Retriever,5058
5059,Alfie,Burmilla,5059
5060,Max,Siamese,5060
5061,Milo,Aegean,5061
5062,Charlie,Cymric or Manx Longhair,5062
5063,Oliver,Japanese Bobtail,5063
5064,Alfie,American Wirehair,5064
5065,Baxter,Mexicanhairless,5065
5066,Max,Korean Bobtail,5066
5067,Snoopy,Malamute,5067
5068,Lucy,Napoleon,5068
5069,Molly,Somali,5069
5070,Abby,Vizsla,5070
5071,Dakota,Irish Spaniel,5071
5072,Daisy,Bambino,5072
5073,Lily,Sam Sawet,5073
5074,Teddy,Rhodesian Ridgeback,5074
5075,Lucky,Manx,5075
5076,Zeus,Malinois,5076
5077,Milo,Aegean,5077
5078,Jasper,Oregon Rex,5078
5079,Teddy,Border Terrier,5079
5080,Charlie,Burmilla,5080
5081,Sassy,Papillon,5081
5082,Lady,Tibetan Terrier,5082
5083,Chloe,Leonberg,5083
5084,Mia,Chihuahua,5084
5085,Bailey,Scottish Deerhound,5085
5086,Baby,Miniature Schnauzer,5086
5087,Lexi,Curly Retriever,5087
5088,Shadow,American Shorthair,5088
5089,Lily,Standard Poodle,5089
5090,Charlie,Siberian,5090
5091,Molly,Bombay,5091
5092,Smudge,Brazilian Shorthair,5092
5093,Missy,Sussex Spaniel,5093
5094,Zeus,Norwich Terrier,5094
5095,Precious,Yorkshire Terrier,5095
5096,Lily,Ojos Azules,5096
5097,Oscar,Ukrainian Levkoy,5097
5098,Smokey,German Rex,5098
5099,Rex,Groenendael,5099
5100,Oreo,Scottish Terrier,5100
5101,Jasper,Munchkin,5101
5102,Sooty,Sam Sawet,5102
5103,Roxy,Sealyham Terrier,5103
5104,Poppy,Dwarf cat or Dwelf,5104
5105,Missy,Norwegian Forest Cat,5105
5106,Millie,Ojos Azules,5106
5107,Baxter,Coonhound,5107
5108,Millie,Ragamuffin,5108
5109,Gracie,Clumber,5109
5110,Lucy,American Shorthair,5110
5111,Snickers,Stbernard,5111
5112,Rascal,Tibetan Mastiff,5112
5113,Lucky,Norwegian Forest Cat,5113
5114,Sooty,Foldex Cat,5114
5115,Poppy,Foldex Cat,5115
5116,Oreo,Chesapeake Retriever,5116
5117,Alfie,Siberian,5117
5118,Milo,Ojos Azules,5118
5119,Lilly,Bluetick,5119
5120,Gracie,Weimaraner,5120
5121,Lucy,Asian Semi-longhair,5121
5122,Angel,German Rex,5122
5123,Charlie,Pembroke,5123
5124,Poppy,Sam Sawet,5124
5125,Simba,Scottish Fold,5125
5126,Chloe,Kurilian Bobtail or Kuril Islands Bobtail,5126
5127,Felix,Arabian Mau,5127
5128,Max,Australian Mist,5128
5129,Misty,Raas,5129
5130,Jack,Akita,5130
5131,Lucky,Singapura,5131
5132,Missy,Korat,5132
5133,Felix,Norwegian Forest Cat,5133
5134,Simba,Norwegian Forest Cat,5134
5135,Felix,Mekong Bobtail,5135
5136,Oscar,Siberian,5136
5137,Brutus,Weimaraner,5137
5138,Blue,American Terrier,5138
5139,Bo,Irish Terrier,5139
5140,Oliver,Kurilian Bobtail,5140
5141,Coco,Selkirk Rex,5141
5142,Cocoa,Shetland Sheepdog,5142
5143,Simba,American Wirehair,5143
5144,Rex,Irish Wolfhound,5144
5145,Sammy,Papillon,5145
5146,Felix,Birman,5146
5147,Felix,British Semipi-longhair,5147
5148,Smudge,Ragdoll,5148
5149,Daisy,American Bobtail,5149
5150,Diesel,Blenheim Spaniel,5150
5151,Lucky,Serrade petit,5151
5152,Lily,Kurilian Bobtail,5152
5153,Lily,British Shorthair,5153
5154,Milo,Donskoy or Don Sphynx,5154
5155,Tiger,Birman,5155
5156,Oliver,Highlander,5156
5157,Buddy,Blood Hound,5157
5158,Snickers,Pembroke,5158
5159,Smudge,Chausie,5159
5160,Angel,Ragdoll,5160
5161,Alfie,Norwegian Forest Cat,5161
5162,Sam,Turkish Van,5162
5163,Honey,Welsh Spaniel,5163
5164,Misty,Egyptian Mau,5164
5165,Sasha,Affenpinscher,5165
5166,Charlie,Russian White Black and Tabby,5166
5167,Sam,Labrador,5167
5168,Sassy,Wheaten Terrier,5168
5169,Dixie,Beagle,5169
5170,Misty,Chartreux,5170
5171,Lady,Blenheim Spaniel,5171
5172,Missy,English Setter,5172
5173,Simba,Burmese,5173
5174,Rex,Rhodesian Ridgeback,5174
5175,Sooty,Singapura,5175
5176,Millie,Colorpoint Shorthair,5176
5177,Bandit,Germanshepherd,5177
5178,Annie,Gordon Setter,5178
5179,Marley,Rhodesian Ridgeback,5179
5180,Cocoa,Kerryblue Terrier,5180
5181,Sammy,Newfoundland,5181
5182,Oscar,Foldex Cat,5182
5183,Dixie,Vizsla,5183
5184,Misty,Husky,5184
5185,Milo,Oriental Longhair,5185
5186,Smokey,Turkish Angora,5186
5187,Lucy,LaPerm,5187
5188,Angel,American Shorthair,5188
5189,Roxie,Vizsla,5189
5190,Shadow,Sam Sawet,5190
5191,Ginger,Akita,5191
5192,Cooper,Akita,5192
5193,Taz,Clumber,5193
5194,Bear,Toy Terrier,5194
5195,Gizmo,Groenendael,5195
5196,Ruby,Norwich Terrier,5196
5197,Zoe,German Pointer,5197
5198,Charlie,Airedale,5198
5199,Ruby,Affenpinscher,5199
5200,Brutus,Norwegian Elkhound,5200
5201,Shadow,American Curl,5201
5202,Zoe,Dachshund,5202
5203,Jasper,Aegean,5203
5204,Sam,British Longhair,5204
5205,Rocky,Bernese Mountain,5205
5206,Sam,Gordon Setter,5206
5207,Max,Toy Terrier,5207
5208,Lucy,Persian (Modern Persian Cat),5208
5209,Zeus,Bedlington Terrier,5209
5210,Misty,Chartreux,5210
5211,Angel,Turkish Angora,5211
5212,Oscar,Balinese,5212
5213,Harvey,Doberman,5213
5214,Milo,Chesapeake Retriever,5214
5215,Misty,Manx,5215
5216,Jake,Border Terrier,5216
5217,Buddy,Border Collie,5217
5218,Chloe,Border Collie,5218
5219,Lilly,Miniature Schnauzer,5219
5220,Sammy,Border Collie,5220
5221,Maggie,Japanese Spaniel,5221
5222,Lucy,British Longhair,5222
5223,Snoopy,Labrador,5223
5224,Sooty,European Shorthair,5224
5225,Daisy,Highlander,5225
5226,Oliver,Korean Bobtail,5226
5227,Ruby,Scottish Terrier,5227
5228,Rex,Borzoi,5228
5229,Smudge,American Wirehair,5229
5230,Coco,British Longhair,5230
5231,Snoopy,Newfoundland,5231
5232,Shadow,Scottish Fold,5232
5233,Sandy,Keeshond,5233
5234,Luna,Fox Terrier,5234
5235,Alfie,Chausie,5235
5236,Missy,Shiba,5236
5237,Oliver,Snowshoe,5237
5238,Cocoa,Kelpie,5238
5239,Simba,Bambino,5239
5240,Simba,Serengeti,5240
5241,Coco,Brittany Spaniel,5241
5242,Lily,Munchkin,5242
5243,Sadie,Doberman,5243
5244,Lucky,Ukrainian Levkoy,5244
5245,Felix,Serrade petit,5245
5246,Pepper,Saluki,5246
5247,Bandit,Great Dane,5247
5248,Tucker,Border Collie,5248
5249,Patches,Boston Bulldog,5249
5250,Patches,Vizsla,5250
5251,Chloe,Ragdoll,5251
5252,Bear,Stbernard,5252
5253,Molly,Kurilian Bobtail,5253
5254,Chloe,Bombay,5254
5255,Bella,Golden Retriever,5255
5256,Ruby,Kelpie,5256
5257,Lucy,PerFold Cat (Experimental Breed - WCF),5257
5258,Misty,Sussex Spaniel,5258
5259,Felix,Russian Blue,5259
5260,Rascal,Yorkshire Terrier,5260
5261,Diamond,Cardigan Corgi,5261
5262,Sophie,Komondor,5262
5263,Jasper,Newfoundland,5263
5264,Taz,Redbone,5264
5265,Angel,Thai,5265
5266,Sassy,African,5266
5267,Sandy,Keeshond,5267
5268,Daisy,Beagle,5268
5269,Sam,LaPerm,5269
5270,Molly,Singapura,5270
5271,Gracie,Silky Terrier,5271
5272,Oliver,Dragon Li,5272
5273,Lilly,Staffordshire Bullterrier,5273
5274,Oliver,Somali,5274
5275,Bear,Coonhound,5275
5276,Lucky,Bambino,5276
5277,Rusty,Borzoi,5277
5278,Alfie,Mekong Bobtail,5278
5279,Precious,Germanshepherd,5279
5280,Angel,Siberian,5280
5281,Gracie,Irish Terrier,5281
5282,Rex,Westhighland Terrier,5282
5283,Smokey,Tonkinese,5283
5284,Cocoa,Afghan Hound,5284
5285,Jasper,Selkirk Rex,5285
5286,Mia,Ibizan Hound,5286
5287,Daisy,Nebelung,5287
5288,Sassy,Basenji,5288
5289,Rusty,Dachshund,5289
5290,Misty,Lykoi,5290
5291,Jack,Fox Terrier,5291
5292,Angel,Exotic Shorthair,5292
5293,Precious,English Hound,5293
5294,Zoe,Vizsla,5294
5295,Missy,Siberian,5295
5296,Smokey,Russian White Black and Tabby,5296
5297,Snoopy,Bull Mastiff,5297
5298,Lucy,Scottish Fold,5298
5299,Brutus,Redbone,5299
5300,Bella,Irish Setter,5300
5301,Chloe,Suphalak,5301
5302,Penny,Bedlington Terrier,5302
5303,Angel,Bengal,5303
5304,Diesel,Dingo,5304
5305,Misty,European Shorthair,5305
5306,Lucy,Burmese,5306
5307,Marley,Bull Mastiff,5307
5308,Molly,Brazilian Shorthair,5308
5309,Oscar,Exotic Shorthair,5309
5310,Roxy,Kuvasz,5310
5311,Chloe,Exotic Shorthair,5311
5312,Missy,German Pointer,5312
5313,Marley,Redbone,5313
5314,Oscar,Brazilian Shorthair,5314
5315,Molly,Tonkinese,5315
5316,Sam,British Semipi-longhair,5316
5317,Lucy,American Wirehair,5317
5318,Simba,Sokoke,5318
5319,Sasha,Papillon,5319
5320,Bella,Birman,5320
5321,Missy,Toyger,5321
5322,Millie,Javanese,5322
5323,Lola,Vizsla,5323
5324,Millie,Oriental Bicolor,5324
5325,Max,California Spangled,5325
5326,Coco,Maine Coon,5326
5327,Tucker,Border Terrier,5327
5328,Sam,PerFold Cat (Experimental Breed - WCF),5328
5329,Diesel,Norfolk Terrier,5329
5330,Sam,British Semipi-longhair,5330
5331,Alfie,Mekong Bobtail,5331
5332,Coco,Sam Sawet,5332
5333,Bella,Asian Semi-longhair,5333
5334,Alfie,Devon Rex,5334
5335,Lily,Sphynx,5335
5336,Smudge,Russian White Black and Tabby,5336
5337,Angel,Asian Semi-longhair,5337
5338,Misty,Korat,5338
5339,Lola,Irish Setter,5339
5340,Charlie,Papillon,5340
5341,Dakota,Chow,5341
5342,Tank,Saluki,5342
5343,Lilly,Bedlington Terrier,5343
5344,Shelby,Tibetan Terrier,5344
5345,Blue,Malamute,5345
5346,Angel,Australian Mist,5346
5347,Rosie,Stbernard,5347
5348,Bella,Irish Spaniel,5348
5349,Chloe,Bouvier,5349
5350,Lily,Irish Terrier,5350
5351,Annie,Kelpie,5351
5352,Max,European Shorthair,5352
5353,Oliver,Norwegian Forest Cat,5353
5354,Sooty,Serengeti,5354
5355,Honey,Labrador,5355
5356,Sasha,African,5356
5357,Jasper,Norwegian Forest Cat,5357
5358,Shadow,Bombay,5358
5359,Sooty,Korn Ja,5359
5360,Charlie,Sokoke,5360
5361,Brutus,Appenzeller,5361
5362,Peanut,Welsh Spaniel,5362
5363,Luna,Great Dane,5363
5364,Zoey,Giant Schnauzer,5364
5365,Jasper,Labrador,5365
5366,Jake,Labrador,5366
5367,Snickers,Bedlington Terrier,5367
5368,Cody,Miniature Pinscher,5368
5369,Millie,Japanese Bobtail,5369
5370,Sam,Peterbald,5370
5371,Diesel,Blood Hound,5371
5372,Lily,Ojos Azules,5372
5373,Harley,Australian Terrier,5373
5374,Missy,Foldex Cat,5374
5375,Sam,British Shorthair,5375
5376,Missy,Groenendael,5376
5377,Misty,Chausie,5377
5378,Harley,Saluki,5378
5379,Sugar,Keeshond,5379
5380,Misty,American Wirehair,5380
5381,Cooper,Pembroke,5381
5382,Bruno,Pyrenees,5382
5383,Baxter,Dandie Terrier,5383
5384,Poppy,Bengal,5384
5385,Poppy,Highlander,5385
5386,Lucky,Papillon,5386
5387,Felix,Russian Blue,5387
5388,Buster,Afghan Hound,5388
5389,Simba,Egyptian Mau,5389
5390,Chloe,Ragdoll,5390
5391,Poppy,Turkish Angora,5391
5392,Missy,Coonhound,5392
5393,Pepper,Giant Schnauzer,5393
5394,Diesel,Doberman,5394
5395,Sugar,Bull Mastiff,5395
5396,Annie,Dandie Terrier,5396
5397,Shadow,Eskimo,5397
5398,Bailey,Afghan Hound,5398
5399,Milo,Himalayan or Colorpoint Persian,5399
5400,Smudge,Peterbald,5400
5401,Lexi,Basenji,5401
5402,Felix,Colorpoint Shorthair,5402
5403,Angel,Oriental Shorthair,5403
5404,Bella,Raas,5404
5405,Lucy,Bengal,5405
5406,Daisy,Birman,5406
5407,Luna,Patterdale Terrier,5407
5408,Chico,Borzoi,5408
5409,Ruby,Ibizan Hound,5409
5410,Oliver,Selkirk Rex,5410
5411,Simba,Lykoi,5411
5412,Missy,Shetland Sheepdog,5412
5413,Molly,Shihtzu,5413
5414,Lucy,PerFold Cat (Experimental Breed - WCF),5414
5415,Rocky,Sussex Spaniel,5415
5416,Sooty,Highlander,5416
5417,Bandit,Chihuahua,5417
5418,Smudge,Egyptian Mau,5418
5419,Luna,Samoyed,5419
5420,Millie,Donskoy or Don Sphynx,5420
5421,Oliver,Balinese,5421
5422,Bella,Pixie-bob,5422
5423,Missy,Snowshoe,5423
5424,Daisy,Selkirk Rex,5424
5425,Shadow,Devon Rex,5425
5426,Cooper,Redbone,5426
5427,Smudge,Highlander,5427
5428,Brutus,Chesapeake Retriever,5428
5429,Missy,Himalayan or Colorpoint Persian,5429
5430,Tiger,Singapura,5430
5431,Rascal,Brittany Spaniel,5431
5432,Bella,Highlander,5432
5433,Simba,American Shorthair,5433
5434,Spike,Otterhound,5434
5435,Dakota,Malinois,5435
5436,Coco,Himalayan or Colorpoint Persian,5436
5437,Smudge,Serengeti,5437
5438,Shadow,Asian,5438
5439,Lucky,Khao Manee,5439
5440,Peanut,Standard Poodle,5440
5441,Harley,Walker Hound,5441
5442,Coco,Tonkinese,5442
5443,Honey,Basenji,5443
5444,Oscar,Minskin,5444
5445,Murphy,Australian Terrier,5445
5446,Snoopy,Clumber,5446
5447,Sassy,Pekinese,5447
5448,Misty,English Hound,5448
5449,Sugar,Norwich Terrier,5449
5450,Cookie,Irish Spaniel,5450
5451,Harley,Groenendael,5451
5452,Bo,Eskimo,5452
5453,Annie,Husky,5453
5454,Riley,Weimaraner,5454
5455,Dakota,Germanshepherd,5455
5456,Lucy,Snowshoe,5456
5457,Cooper,Chihuahua,5457
5458,Duke,Leonberg,5458
5459,Chloe,French Bulldog,5459
5460,Buster,Tibetan Mastiff,5460
5461,Shadow,Colorpoint Shorthair,5461
5462,Harvey,American Terrier,5462
5463,Daisy,English Hound,5463
5464,Bella,Newfoundland,5464
5465,Ginger,Patterdale Terrier,5465
5466,Lucky,Devon Rex,5466
5467,Molly,Munchkin,5467
5468,Diamond,Samoyed,5468
5469,Daisy,Peterbald,5469
5470,Shadow,Burmese,5470
5471,Lucy,Kurilian Bobtail,5471
5472,Murphy,Schipperke,5472
5473,Rex,Pug,5473
5474,Sparky,Golden Retriever,5474
5475,Lady,Mexicanhairless,5475
5476,Lucky,Kurilian Bobtail,5476
5477,Cocoa,Yorkshire Terrier,5477
5478,Diesel,Great Dane,5478
5479,Charlie,Cymric or Manx Longhair,5479
5480,Misty,Ocicat,5480
5481,Luna,Norwegian Elkhound,5481
5482,Millie,Javanese,5482
5483,Blue,Cairn,5483
5484,Diamond,Tibetan Terrier,5484
5485,Coco,Ocicat,5485
5486,Milo,American Wirehair,5486
5487,Lucy,Asian,5487
5488,Molly,Minskin,5488
5489,Bailey,Boxer,5489
5490,Oliver,Asian Semi-longhair,5490
5491,Shelby,Giant Schnauzer,5491
5492,Oscar,Mekong Bobtail,5492
5493,Maggie,Italian Greyhound,5493
5494,Diamond,Briard,5494
5495,Millie,Korat,5495
5496,Charlie,Sphynx,5496
5497,Oreo,Affenpinscher,5497
5498,Shadow,Briard,5498
5499,Chloe,Birman,5499
5500,Angel,Snowshoe,5500
5501,Simba,Japanese Bobtail,5501
5502,Bella,Kurilian Bobtail,5502
5503,Bella,Entlebucher,5503
5504,Millie,Oriental Longhair,5504
5505,Oscar,Selkirk Rex,5505
5506,Sooty,American Bobtail,5506
5507,Cooper,Wheaten Terrier,5507
5508,Jack,Schipperke,5508
5509,Simba,Siberian,5509
5510,Dixie,Brittany Spaniel,5510
5511,Lily,Bambino,5511
5512,Molly,Maine Coon,5512
5513,Marley,English Hound,5513
5514,Shadow,Patterdale Terrier,5514
5515,Molly,Burmilla,5515
5516,Alfie,American Shorthair,5516
5517,Bailey,Welsh Spaniel,5517
5518,Jasper,Havana Brown,5518
5519,Sam,Oriental Bicolor,5519
5520,Rascal,Basset Hound,5520
5521,Jake,Miniature Poodle,5521
5522,Lily,Scottish Fold,5522
5523,Marley,Newfoundland,5523
5524,Sugar,Chesapeake Retriever,5524
5525,Shadow,Tibetan Terrier,5525
5526,Charlie,Egyptian Mau,5526
5527,Alfie,Japanese Bobtail,5527
5528,Milo,Foldex Cat,5528
5529,Milo,Dwarf cat or Dwelf,5529
5530,Molly,Munchkin,5530
5531,Angel,Ragdoll,5531
5532,Lucy,Turkish Van,5532
5533,Baxter,Pekinese,5533
5534,Diesel,Kerryblue Terrier,5534
5535,Oscar,Australian Mist,5535
5536,Coco,Asian Semi-longhair,5536
5537,Mia,Doberman,5537
5538,Diamond,Giant Schnauzer,5538
5539,Jasper,Singapura,5539
5540,Sam,English Setter,5540
5541,Tiger,Chantilly-Tiffany,5541
5542,Murphy,Pomeranian,5542
5543,Smudge,Turkish Angora,5543
5544,Felix,Oriental Bicolor,5544
5545,Jasper,European Shorthair,5545
5546,Smokey,Bambino,5546
5547,Smokey,Ukrainian Levkoy,5547
5548,Shadow,California Spangled,5548
5549,Jasper,Selkirk Rex,5549
5550,Shadow,Russian White Black and Tabby,5550
5551,Baby,Shiba,5551
5552,Coco,Korean Bobtail,5552
5553,Jasper,Dragon Li,5553
5554,Angel,Fox Terrier,5554
5555,Rex,Borzoi,5555
5556,Annie,Newfoundland,5556
5557,Pepper,Stbernard,5557
5558,Rusty,Borzoi,5558
5559,Smudge,Sphynx,5559
5560,Shadow,Bedlington Terrier,5560
5561,Max,Eskimo,5561
5562,Chloe,Leonberg,5562
5563,Simba,Bambino,5563
5564,Harvey,Scottish Deerhound,5564
5565,Lily,Asian,5565
5566,Buddy,Boston Bulldog,5566
5567,Scooter,Australian Terrier,5567
5568,Angel,Great Dane,5568
5569,Jake,Ibizan Hound,5569
5570,Rascal,Australian Terrier,5570
5571,Snickers,Border Terrier,5571
5572,Lucy,Munchkin,5572
5573,Felix,Siamese,5573
5574,Penny,Patterdale Terrier,5574
5575,Oreo,Rat Terrier,5575
5576,Jasper,Turkish Van,5576
5577,Jasper,Cornish Rex,5577
5578,Peanut,Irish Setter,5578
5579,Blue,Wheaten Terrier,5579
5580,Sadie,Wheaten Terrier,5580
5581,Sooty,Nebelung,5581
5582,Alfie,British Longhair,5582
5583,Jake,Walker Hound,5583
5584,Sam,Wheaten Terrier,5584
5585,Annie,Fox Terrier,5585
5586,Felix,Suphalak,5586
5587,Lily,Ukrainian Levkoy,5587
5588,Lucy,Basset Hound,5588
5589,Tiger,Minskin,5589
5590,Lola,Sussex Spaniel,5590
5591,Sooty,Thai,5591
5592,Poppy,Russian Blue,5592
5593,Lucy,Colorpoint Shorthair,5593
5594,Milo,Himalayan or Colorpoint Persian,5594
5595,Milo,Maine Coon,5595
5596,Zoey,Pembroke,5596
5597,Princess,Cardigan Corgi,5597
5598,Tiger,Kurilian Bobtail or Kuril Islands Bobtail,5598
5599,Honey,Rat Terrier,5599
5600,Buster,Otterhound,5600
5601,Princess,Bedlington Terrier,5601
5602,Jasper,Asian Semi-longhair,5602
5603,Riley,Sealyham Terrier,5603
5604,Rosie,Shihtzu,5604
5605,Angel,Arabian Mau,5605
5606,Ginger,Silky Terrier,5606
